timestamp,asset_id,market_a,market_b,spread,liquidity_a,liquidity_b,gas_cost,realized_profit
2024-01-01 01:00:00,BTC_USDT,BINANCE,PANCAKE,-2.2885,70363.53471273843,57262.83404516245,4.3,-196.3
2024-01-01 01:01:00,BTC_USDT,BINANCE,PANCAKE,-1.4507,61056.53775831382,52308.94673066436,1.9,-27.35
2024-01-01 01:02:00,BTC_USDT,BINANCE,PANCAKE,2.8278,83513.75009141449,54553.7496222476,2.63,50.47
2024-01-01 01:03:00,BTC_USDT,BINANCE,PANCAKE,0.6573,93200.9243681239,83910.84574787952,2.73,57.52
2024-01-01 01:04:00,BTC_USDT,BINANCE,PANCAKE,1.5839,32793.02877546316,47076.4683691742,2.46,74.74
2024-01-01 01:05:00,BTC_USDT,BINANCE,PANCAKE,-0.6305,77323.86119070352,24984.2678449651,2.69,-52.92
2024-01-01 01:06:00,BTC_USDT,BINANCE,PANCAKE,-4.6116,59059.19940840373,45694.613093969565,1.02,-177.09
2024-01-01 01:07:00,BTC_USDT,BINANCE,PANCAKE,-2.3452,90282.28181183615,74470.98657204097,3.29,-114.89
2024-01-01 01:08:00,BTC_USDT,BINANCE,PANCAKE,-1.5637,81821.66011660833,18748.91156768769,3.08,-114.13
2024-01-01 01:09:00,BTC_USDT,BINANCE,PANCAKE,-2.0142,30172.156601758437,74520.05129807504,1.3,-152.18
2024-01-01 01:10:00,BTC_USDT,BINANCE,PANCAKE,3.1668,64222.627314451136,20737.741295906577,2.14,265.41
2024-01-01 01:11:00,BTC_USDT,BINANCE,PANCAKE,-2.1532,11180.706028973642,98104.28626323087,3.56,-206.55
2024-01-01 01:12:00,BTC_USDT,BINANCE,PANCAKE,2.3059,59689.6830360985,64083.87968227887,4.84,43.64
2024-01-01 01:13:00,BTC_USDT,BINANCE,PANCAKE,-0.9383,62806.14156235787,62770.675721015374,2.66,-63.53
2024-01-01 01:14:00,BTC_USDT,BINANCE,PANCAKE,-2.921,43737.623158900904,12064.27435725266,4.04,-266.45
2024-01-01 01:15:00,BTC_USDT,BINANCE,PANCAKE,-0.364,20635.243172606737,24044.00833844849,3.2,-8.07
2024-01-01 01:16:00,BTC_USDT,BINANCE,PANCAKE,-0.4563,88344.99812451495,52904.41162629992,4.87,-13.38
2024-01-01 01:17:00,BTC_USDT,BINANCE,PANCAKE,-1.645,39708.28622296474,22430.889220973673,3.45,-74.27
2024-01-01 01:18:00,BTC_USDT,BINANCE,PANCAKE,0.9472,85641.09025784433,29370.200146682146,3.4,92.04
2024-01-01 01:19:00,BTC_USDT,BINANCE,PANCAKE,0.5653,74262.1049120377,62016.565017978384,3.06,22.26
2024-01-01 01:20:00,BTC_USDT,BINANCE,PANCAKE,0.0237,49420.22184781382,30983.139572669796,1.45,2.17
2024-01-01 01:21:00,BTC_USDT,BINANCE,PANCAKE,0.1179,29075.905676244605,11913.16944306711,2.72,3.66
2024-01-01 01:22:00,BTC_USDT,BINANCE,PANCAKE,0.3379,81249.89988971561,34673.2718473444,2.8,14.54
2024-01-01 01:23:00,BTC_USDT,BINANCE,PANCAKE,2.4741,43560.41679764941,35829.12137762077,2.41,126.86
2024-01-01 01:24:00,BTC_USDT,BINANCE,PANCAKE,0.6605,30798.766840827728,13699.153907987216,4.41,44.31
2024-01-01 01:25:00,BTC_USDT,BINANCE,PANCAKE,-0.9195,12498.58142735616,67436.36985141563,4.45,-67.78
2024-01-01 01:26:00,BTC_USDT,BINANCE,PANCAKE,-2.7413,86952.92269152132,89093.01773711579,3.41,-153.27
2024-01-01 01:27:00,BTC_USDT,BINANCE,PANCAKE,-4.1313,11102.175695449994,49413.02881724437,3.49,-412.82
2024-01-01 01:28:00,BTC_USDT,BINANCE,PANCAKE,-1.8419,72821.02212974447,14428.808560813675,3.3,-77.45
2024-01-01 01:29:00,BTC_USDT,BINANCE,PANCAKE,-1.7541,45008.10289929791,57252.49268209084,2.56,-124.76
2024-01-01 01:30:00,BTC_USDT,BINANCE,PANCAKE,-2.6139,94960.09778750973,71315.45663690896,3.64,-67.25
2024-01-01 01:31:00,BTC_USDT,BINANCE,PANCAKE,-0.7442,43635.54393188997,86982.50421719882,4.45,-59.44
2024-01-01 01:32:00,BTC_USDT,BINANCE,PANCAKE,1.8456,25185.906569275197,79499.42379970144,1.34,62.82
2024-01-01 01:33:00,BTC_USDT,BINANCE,PANCAKE,0.2538,54838.423301598625,49598.13465641821,1.19,11.86
2024-01-01 01:34:00,BTC_USDT,BINANCE,PANCAKE,0.7308,25153.975770245994,70419.54201914315,1.57,21.06
2024-01-01 01:35:00,BTC_USDT,BINANCE,PANCAKE,-0.6192,25643.375753115106,86971.86174117372,2.72,-22.33
2024-01-01 01:36:00,BTC_USDT,BINANCE,PANCAKE,2.5197,99365.38290544023,31986.310103320422,4.18,224.38
2024-01-01 01:37:00,BTC_USDT,BINANCE,PANCAKE,1.6079,22388.65471408017,75680.14213684987,1.73,103.74
2024-01-01 01:38:00,BTC_USDT,BINANCE,PANCAKE,-0.5275,13235.009769800648,37677.87661382475,3.49,-30.86
2024-01-01 01:39:00,BTC_USDT,BINANCE,PANCAKE,1.6986,99878.53989201265,41509.99583444245,3.48,56.29
2024-01-01 01:40:00,BTC_USDT,BINANCE,PANCAKE,0.1098,24186.306749340925,36963.367017128665,3.04,7.94
2024-01-01 01:41:00,BTC_USDT,BINANCE,PANCAKE,2.7576,78962.93206960107,76867.8001623696,1.88,243.52
2024-01-01 01:42:00,BTC_USDT,BINANCE,PANCAKE,-1.7722,89243.03602896577,17399.886981203665,1.3,-85.44
2024-01-01 01:43:00,BTC_USDT,BINANCE,PANCAKE,2.4031,58907.218295784114,80250.08435234301,4.71,210.76
2024-01-01 01:44:00,BTC_USDT,BINANCE,PANCAKE,-1.6048,28556.50127976061,82872.62554926363,2.37,-57.36
2024-01-01 01:45:00,BTC_USDT,BINANCE,PANCAKE,-1.541,70805.87962572805,69226.5261200588,4.86,-38.25
2024-01-01 01:46:00,BTC_USDT,BINANCE,PANCAKE,-2.8456,52432.3085981095,25115.92491994777,3.71,-83.3
2024-01-01 01:47:00,BTC_USDT,BINANCE,PANCAKE,1.1112,67426.86764761108,29532.38080306553,3.15,37.82
2024-01-01 01:48:00,BTC_USDT,BINANCE,PANCAKE,-0.724,36267.89762525319,11356.509359858292,1.57,-67.57
2024-01-01 01:49:00,BTC_USDT,BINANCE,PANCAKE,1.9611,40845.11088972973,87669.43899043238,2.75,69.28
2024-01-01 01:50:00,BTC_USDT,BINANCE,PANCAKE,2.8531,65440.221352812056,14513.729867055583,1.9,88.19
2024-01-01 01:51:00,BTC_USDT,BINANCE,PANCAKE,1.0274,52100.09015706433,74836.89861654036,3.96,20.12
2024-01-01 01:52:00,BTC_USDT,BINANCE,PANCAKE,-1.7592,49017.18578518536,23533.981039648468,2.44,-86.66
2024-01-01 01:53:00,BTC_USDT,BINANCE,PANCAKE,-3.7238,45803.324367716916,27768.65431015714,1.07,-341.07
2024-01-01 01:54:00,BTC_USDT,BINANCE,PANCAKE,0.4003,44438.55878176447,49953.33484532398,3.73,29.49
2024-01-01 01:55:00,BTC_USDT,BINANCE,PANCAKE,0.1989,28122.24890184649,25757.860042111617,1.92,3.71
2024-01-01 01:56:00,BTC_USDT,BINANCE,PANCAKE,4.2805,80578.32647857447,32390.148760989945,3.44,324.25
2024-01-01 01:57:00,BTC_USDT,BINANCE,PANCAKE,-0.4764,34862.97296287658,80740.85327473494,3.18,-27.44
2024-01-01 01:58:00,BTC_USDT,BINANCE,PANCAKE,0.9278,62656.03102968234,87405.92107136453,3.69,76.89
2024-01-01 01:59:00,BTC_USDT,BINANCE,PANCAKE,-2.1414,56862.347298180175,86486.66692719307,2.04,-93.79
2024-01-01 02:00:00,BTC_USDT,BINANCE,PANCAKE,-3.703,29326.16322031985,82186.10660568153,1.04,-273.56
2024-01-01 02:01:00,BTC_USDT,BINANCE,PANCAKE,2.0653,82462.46058972926,72664.08837407868,4.79,22.29
2024-01-01 02:02:00,BTC_USDT,BINANCE,PANCAKE,0.8214,67462.7648282214,89423.59637243679,4.74,29.62
2024-01-01 02:03:00,BTC_USDT,BINANCE,PANCAKE,-2.0167,64372.69126300783,54653.21659053319,4.44,-119.63
2024-01-01 02:04:00,BTC_USDT,BINANCE,PANCAKE,-5.0924,23762.541698233617,61035.112738793796,2.57,-418.66
2024-01-01 02:05:00,BTC_USDT,BINANCE,PANCAKE,0.5601,52237.953734081006,86535.66244960863,1.31,13.28
2024-01-01 02:06:00,BTC_USDT,BINANCE,PANCAKE,1.5023,28187.602448280933,74728.16657247863,4.13,65.15
2024-01-01 02:07:00,BTC_USDT,BINANCE,PANCAKE,-4.6271,81569.38622879407,93254.06847024933,2.39,-91.01
2024-01-01 02:08:00,BTC_USDT,BINANCE,PANCAKE,-2.4713,84598.46842716758,95572.26093453298,1.73,-50.39
2024-01-01 02:09:00,BTC_USDT,BINANCE,PANCAKE,2.5883,39540.00686102828,65276.556946484656,1.78,50.61
2024-01-01 02:10:00,BTC_USDT,BINANCE,PANCAKE,0.9816,93530.0654206492,19314.974652820296,1.65,36.72
2024-01-01 02:11:00,BTC_USDT,BINANCE,PANCAKE,-2.5201,43042.711331971,34701.779973864206,4.38,-218.39
2024-01-01 02:12:00,BTC_USDT,BINANCE,PANCAKE,3.7828,93001.58659185452,24781.49106312805,4.96,175.57
2024-01-01 02:13:00,BTC_USDT,BINANCE,PANCAKE,4.9314,15960.094845073181,67940.08469883908,3.9,257.35
2024-01-01 02:14:00,BTC_USDT,BINANCE,PANCAKE,3.5277,97085.77351486692,27523.040281934387,2.64,213.2
2024-01-01 02:15:00,BTC_USDT,BINANCE,PANCAKE,-0.2639,15118.401683915945,65218.46546668325,4.48,-17.07
2024-01-01 02:16:00,BTC_USDT,BINANCE,PANCAKE,1.6974,96411.73345109334,57383.63339777661,4.77,68.7
2024-01-01 02:17:00,BTC_USDT,BINANCE,PANCAKE,-1.251,77003.84288142985,45789.66601851122,2.19,-117.39
2024-01-01 02:18:00,BTC_USDT,BINANCE,PANCAKE,-3.5888,25099.71539039017,18216.64531078312,1.42,-181.81
2024-01-01 02:19:00,BTC_USDT,BINANCE,PANCAKE,-5.295,30860.287239672656,29565.45823488877,2.95,-473.73
2024-01-01 02:20:00,BTC_USDT,BINANCE,PANCAKE,-1.3053,25858.96124694888,55398.031293818596,1.05,-77.16
2024-01-01 02:21:00,BTC_USDT,BINANCE,PANCAKE,0.9854,19176.604724163237,52280.922826726004,2.61,57.0
2024-01-01 02:22:00,BTC_USDT,BINANCE,PANCAKE,-0.2319,61453.463304661724,25815.990431725873,4.63,-4.44
2024-01-01 02:23:00,BTC_USDT,BINANCE,PANCAKE,-1.8602,97385.44232435773,13561.211836869074,3.72,-71.79
2024-01-01 02:24:00,BTC_USDT,BINANCE,PANCAKE,-3.6098,57881.65809573991,65865.68890233646,4.32,-87.35
2024-01-01 02:25:00,BTC_USDT,BINANCE,PANCAKE,0.0399,76830.30156729289,54535.52880200321,3.6,3.17
2024-01-01 02:26:00,BTC_USDT,BINANCE,PANCAKE,0.4873,93910.81901856165,86572.25056991461,3.62,32.41
2024-01-01 02:27:00,BTC_USDT,BINANCE,PANCAKE,1.8864,66085.53630662382,16905.148739778288,1.84,152.42
2024-01-01 02:28:00,BTC_USDT,BINANCE,PANCAKE,4.1309,27463.67381826346,77150.19177046952,2.39,395.24
2024-01-01 02:29:00,BTC_USDT,BINANCE,PANCAKE,0.554,51227.07922155621,59084.903008268244,4.7,33.22
2024-01-01 02:30:00,BTC_USDT,BINANCE,PANCAKE,1.8816,69356.21961003213,70161.06679750315,2.05,71.29
2024-01-01 02:31:00,BTC_USDT,BINANCE,PANCAKE,-2.7907,95402.89593346213,75960.05845368699,4.51,-45.96
2024-01-01 02:32:00,BTC_USDT,BINANCE,PANCAKE,-0.3476,42809.84796213512,97333.18369584285,1.69,-16.49
2024-01-01 02:33:00,BTC_USDT,BINANCE,PANCAKE,0.7928,51412.326055890095,11900.55070552386,4.73,34.04
2024-01-01 02:34:00,BTC_USDT,BINANCE,PANCAKE,-2.3772,28411.735148448388,93222.12516877448,4.42,-227.71
2024-01-01 02:35:00,BTC_USDT,BINANCE,PANCAKE,0.4608,36052.99879363948,99279.301347,1.18,25.68
2024-01-01 02:36:00,BTC_USDT,BINANCE,PANCAKE,-1.026,32366.189789745353,18715.723914303133,2.6,-25.87
2024-01-01 02:37:00,BTC_USDT,BINANCE,PANCAKE,-3.3603,22235.774570238587,47208.598668056744,2.96,-176.43
2024-01-01 02:38:00,BTC_USDT,BINANCE,PANCAKE,2.8302,48806.07843671953,58299.5207578164,1.05,178.3
2024-01-01 02:39:00,BTC_USDT,BINANCE,PANCAKE,-0.2383,66312.57314595464,92326.14788297832,3.41,-7.8
2024-01-01 02:40:00,BTC_USDT,BINANCE,PANCAKE,-1.2389,79425.90088667038,32372.327881390258,2.53,-37.97
2024-01-01 02:41:00,BTC_USDT,BINANCE,PANCAKE,-3.8498,88006.87205460401,71337.569769653,4.21,-291.0
2024-01-01 02:42:00,BTC_USDT,BINANCE,PANCAKE,0.4551,96319.66499656352,59857.68369403475,1.76,42.6
2024-01-01 02:43:00,BTC_USDT,BINANCE,PANCAKE,2.2955,41079.522183527624,95905.24028929503,2.3,93.41
2024-01-01 02:44:00,BTC_USDT,BINANCE,PANCAKE,0.8635,74619.96599050885,62061.95163140001,4.43,30.2
2024-01-01 02:45:00,BTC_USDT,BINANCE,PANCAKE,0.9416,12668.139319433873,29353.29029022777,1.5,69.18
2024-01-01 02:46:00,BTC_USDT,BINANCE,PANCAKE,0.0626,89780.9012275547,24820.36903359164,2.75,3.25
2024-01-01 02:47:00,BTC_USDT,BINANCE,PANCAKE,1.9036,59767.188626283736,42303.17170014056,1.09,114.04
2024-01-01 02:48:00,BTC_USDT,BINANCE,PANCAKE,-0.9953,97702.44602727579,32789.113980758004,1.43,-60.19
2024-01-01 02:49:00,BTC_USDT,BINANCE,PANCAKE,1.6644,98267.64630742183,15811.055717500542,2.03,38.67
2024-01-01 02:50:00,BTC_USDT,BINANCE,PANCAKE,0.8736,20920.874411007346,64944.70273269868,3.63,29.2
2024-01-01 02:51:00,BTC_USDT,BINANCE,PANCAKE,1.9368,79204.56668849853,72674.2130836495,3.56,135.61
2024-01-01 02:52:00,BTC_USDT,BINANCE,PANCAKE,2.7987,87590.77386303697,31084.331724107098,4.81,239.12
2024-01-01 02:53:00,BTC_USDT,BINANCE,PANCAKE,-0.4354,22248.93433497769,96887.15780819897,1.47,-10.16
2024-01-01 02:54:00,BTC_USDT,BINANCE,PANCAKE,1.0598,85278.79799205305,50207.47871980876,4.07,48.83
2024-01-01 02:55:00,BTC_USDT,BINANCE,PANCAKE,1.2209,87278.24214831716,54984.1321934424,2.87,94.2
2024-01-01 02:56:00,BTC_USDT,BINANCE,PANCAKE,-2.216,99846.90670258072,39138.50943059089,4.28,-153.09
2024-01-01 02:57:00,BTC_USDT,BINANCE,PANCAKE,3.0591,91370.39036120447,78711.63214886427,3.37,192.83
2024-01-01 02:58:00,BTC_USDT,BINANCE,PANCAKE,1.0102,27450.780727880265,22240.43619587741,4.93,18.24
2024-01-01 02:59:00,BTC_USDT,BINANCE,PANCAKE,5.0752,55289.04946886329,55885.17759354926,4.81,219.08
2024-01-01 03:00:00,BTC_USDT,BINANCE,PANCAKE,1.2822,94035.69047725065,90998.77744106813,1.78,112.49
2024-01-01 03:01:00,BTC_USDT,BINANCE,PANCAKE,-1.5966,11993.947007316283,86652.34709243898,4.34,-156.89
2024-01-01 03:02:00,BTC_USDT,BINANCE,PANCAKE,0.7442,16744.467250337108,74990.21630719356,4.18,32.37
2024-01-01 03:03:00,BTC_USDT,BINANCE,PANCAKE,0.0888,54372.722647323455,24011.37475565662,3.67,7.15
2024-01-01 03:04:00,BTC_USDT,BINANCE,PANCAKE,2.4268,65245.396865399205,15522.727708085964,3.09,40.46
2024-01-01 03:05:00,BTC_USDT,BINANCE,PANCAKE,0.1908,39896.87648761089,57536.803206041164,2.01,14.56
2024-01-01 03:06:00,BTC_USDT,BINANCE,PANCAKE,0.3148,72535.2035105192,58932.04438693834,1.43,31.32
2024-01-01 03:07:00,BTC_USDT,BINANCE,PANCAKE,1.4905,69875.38798168921,10072.195669709687,3.88,130.91
2024-01-01 03:08:00,BTC_USDT,BINANCE,PANCAKE,0.3806,76447.81406050318,99471.00869975194,4.55,31.26
2024-01-01 03:09:00,BTC_USDT,BINANCE,PANCAKE,-0.5135,36562.18639851699,61072.147516636745,2.14,-44.52
2024-01-01 03:10:00,BTC_USDT,BINANCE,PANCAKE,0.0769,33602.58498439843,35839.27296451787,4.59,6.49
2024-01-01 03:11:00,BTC_USDT,BINANCE,PANCAKE,-2.2423,51295.62815598642,70960.16746848178,3.41,-112.5
2024-01-01 03:12:00,BTC_USDT,BINANCE,PANCAKE,-2.6957,16318.316327427276,24633.628904241086,1.18,-79.55
2024-01-01 03:13:00,BTC_USDT,BINANCE,PANCAKE,-1.565,38239.69132110945,72782.5599703587,4.32,-135.28
2024-01-01 03:14:00,BTC_USDT,BINANCE,PANCAKE,0.2968,95970.42776926556,65560.42338402825,2.93,22.93
2024-01-01 03:15:00,BTC_USDT,BINANCE,PANCAKE,3.0315,32154.719790009985,34538.43447859118,1.56,168.81
2024-01-01 03:16:00,BTC_USDT,BINANCE,PANCAKE,-2.8052,30942.782983705885,42726.59500378065,2.7,-112.58
2024-01-01 03:17:00,BTC_USDT,BINANCE,PANCAKE,-1.188,53211.29584426969,83333.23717563663,4.75,-17.1
2024-01-01 03:18:00,BTC_USDT,BINANCE,PANCAKE,2.0182,91647.53838024483,42469.89722033718,4.78,142.38
2024-01-01 03:19:00,BTC_USDT,BINANCE,PANCAKE,1.5345,24354.219846175423,34778.93054013894,1.7,34.6
2024-01-01 03:20:00,BTC_USDT,BINANCE,PANCAKE,0.466,47150.062340351105,36911.903349637745,4.4,41.19
2024-01-01 03:21:00,BTC_USDT,BINANCE,PANCAKE,1.0437,76076.51283226724,14506.990603330987,2.51,95.22
2024-01-01 03:22:00,BTC_USDT,BINANCE,PANCAKE,-0.0263,49851.148054441874,98073.66853588833,3.63,-1.22
2024-01-01 03:23:00,BTC_USDT,BINANCE,PANCAKE,-1.0164,90857.84999532445,94996.49717057888,1.0,-56.3
2024-01-01 03:24:00,BTC_USDT,BINANCE,PANCAKE,2.6969,44105.76169866843,93526.33495684888,1.2,34.12
2024-01-01 03:25:00,BTC_USDT,BINANCE,PANCAKE,-0.133,17730.827495083347,56902.872641466296,3.94,-7.13
2024-01-01 03:26:00,BTC_USDT,BINANCE,PANCAKE,0.6456,70142.15766717275,84389.68560845588,3.82,16.2
2024-01-01 03:27:00,BTC_USDT,BINANCE,PANCAKE,-1.6291,69535.49995945141,42946.65279558628,2.38,-137.78
2024-01-01 03:28:00,BTC_USDT,BINANCE,PANCAKE,0.6531,49527.134511936834,23268.92496362952,2.52,33.13
2024-01-01 03:29:00,BTC_USDT,BINANCE,PANCAKE,1.6951,60602.61229061181,78934.05067164896,4.05,83.49
2024-01-01 03:30:00,BTC_USDT,BINANCE,PANCAKE,-0.8226,86118.19576386128,58304.68447912035,1.74,-29.6
2024-01-01 03:31:00,BTC_USDT,BINANCE,PANCAKE,-1.8407,36405.359817879405,67720.12329699719,4.65,-107.97
2024-01-01 03:32:00,BTC_USDT,BINANCE,PANCAKE,-2.0905,80229.18605531706,71182.08866846553,1.01,-61.81
2024-01-01 03:33:00,BTC_USDT,BINANCE,PANCAKE,-5.7724,73939.3017611875,82300.18364277204,3.35,-468.32
2024-01-01 03:34:00,BTC_USDT,BINANCE,PANCAKE,-2.6927,75329.8552322053,54712.74098991316,3.21,-251.94
2024-01-01 03:35:00,BTC_USDT,BINANCE,PANCAKE,2.2056,53239.55613360791,28590.800757525143,2.29,155.27
2024-01-01 03:36:00,BTC_USDT,BINANCE,PANCAKE,-3.152,67640.67172478006,43130.80462415255,3.47,-240.4
