timestamp,market_id,asset_id,bid_price,ask_price,last_price,volume_24h
2024-01-01 00:19:00,BINANCE,BTC_USDT,39911.65,39915.57,39912.06,2328680.5352223315
2024-01-01 00:19:00,PANCAKE,BTC_USDT,40007.0,40007.89,40007.57,8734376.294612356
2024-01-01 00:19:00,BINANCE,ETH_USDT,2501.1,2503.88,2503.29,1467590.0400838265
2024-01-01 00:19:00,PANCAKE,ETH_USDT,2494.62,2500.12,2495.35,7917362.497299787
2024-01-01 00:19:00,BINANCE,BNB_USDT,300.24,304.04,300.59,2624974.7499206155
2024-01-01 00:19:00,PANCAKE,BNB_USDT,298.58,302.38,299.72,5123408.912354005
2024-01-01 00:20:00,BINANCE,BTC_USDT,39922.79,39931.66,39926.76,5016549.250824343
2024-01-01 00:20:00,PANCAKE,BTC_USDT,39953.3,39959.14,39957.86,8281478.101862149
2024-01-01 00:20:00,BINANCE,ETH_USDT,2502.64,2509.83,2504.86,705246.1901194449
2024-01-01 00:20:00,PANCAKE,ETH_USDT,2491.29,2499.3,2495.28,900078.9914308521
2024-01-01 00:20:00,BINANCE,BNB_USDT,295.58,303.85,299.88,3666505.238720952
2024-01-01 00:20:00,PANCAKE,BNB_USDT,300.65,301.77,301.16,268348.71652347164
2024-01-01 00:21:00,BINANCE,BTC_USDT,40041.14,40044.9,40041.56,4994952.365147559
2024-01-01 00:21:00,PANCAKE,BTC_USDT,39971.62,39973.23,39972.09,9898270.96026807
2024-01-01 00:21:00,BINANCE,ETH_USDT,2495.22,2501.03,2500.13,1017160.4608921735
2024-01-01 00:21:00,PANCAKE,ETH_USDT,2500.56,2505.28,2501.28,7286055.509906083
2024-01-01 00:21:00,BINANCE,BNB_USDT,296.31,302.29,299.95,9189409.368315594
2024-01-01 00:21:00,PANCAKE,BNB_USDT,299.44,304.15,300.21,6292131.996667583
2024-01-01 00:22:00,BINANCE,BTC_USDT,39952.79,39957.47,39954.42,8144012.028377362
2024-01-01 00:22:00,PANCAKE,BTC_USDT,40093.76,40097.09,40096.97,3973212.8887474923
2024-01-01 00:22:00,BINANCE,ETH_USDT,2503.14,2508.56,2508.02,5560701.528118119
2024-01-01 00:22:00,PANCAKE,ETH_USDT,2498.53,2507.34,2503.3,6793415.995257306
2024-01-01 00:22:00,BINANCE,BNB_USDT,297.87,302.5,299.46,428290.979909072
2024-01-01 00:22:00,PANCAKE,BNB_USDT,299.42,304.53,300.47,5354185.612405104
2024-01-01 00:23:00,BINANCE,BTC_USDT,40017.33,40022.79,40020.09,5279669.144125959
2024-01-01 00:23:00,PANCAKE,BTC_USDT,39842.46,39850.64,39846.83,7148051.006997104
2024-01-01 00:23:00,BINANCE,ETH_USDT,2499.14,2503.81,2501.06,1939070.8591862493
2024-01-01 00:23:00,PANCAKE,ETH_USDT,2498.61,2503.53,2499.04,1546339.0126149803
2024-01-01 00:23:00,BINANCE,BNB_USDT,300.43,302.83,300.79,7420168.405849034
2024-01-01 00:23:00,PANCAKE,BNB_USDT,299.65,300.82,299.94,4893076.409368767
2024-01-01 00:24:00,BINANCE,BTC_USDT,39994.99,39996.69,39995.85,8429199.80199236
2024-01-01 00:24:00,PANCAKE,BTC_USDT,40027.01,40029.96,40029.66,2445906.808033218
2024-01-01 00:24:00,BINANCE,ETH_USDT,2493.01,2499.7,2496.95,1592351.4493128797
2024-01-01 00:24:00,PANCAKE,ETH_USDT,2492.93,2499.95,2496.74,7888091.513102817
2024-01-01 00:24:00,BINANCE,BNB_USDT,298.93,303.57,300.15,2706072.197411142
2024-01-01 00:24:00,PANCAKE,BNB_USDT,299.95,301.77,300.58,1141943.4222598542
2024-01-01 00:25:00,BINANCE,BTC_USDT,40083.21,40089.43,40086.43,4710706.619515017
2024-01-01 00:25:00,PANCAKE,BTC_USDT,39774.72,39778.91,39777.89,5519291.5597374765
2024-01-01 00:25:00,BINANCE,ETH_USDT,2498.63,2503.67,2502.07,9203899.844772551
2024-01-01 00:25:00,PANCAKE,ETH_USDT,2495.81,2500.33,2500.02,8593326.87504949
2024-01-01 00:25:00,BINANCE,BNB_USDT,294.71,302.75,299.06,1205757.115166948
2024-01-01 00:25:00,PANCAKE,BNB_USDT,296.29,302.55,300.59,5784060.56874856
2024-01-01 00:26:00,BINANCE,BTC_USDT,39911.08,39916.88,39912.11,9508405.910940072
2024-01-01 00:26:00,PANCAKE,BTC_USDT,40058.66,40065.26,40062.18,9148850.99770947
2024-01-01 00:26:00,BINANCE,ETH_USDT,2489.82,2496.7,2492.04,9360050.947589794
2024-01-01 00:26:00,PANCAKE,ETH_USDT,2501.59,2502.66,2501.72,1492999.1812214013
2024-01-01 00:26:00,BINANCE,BNB_USDT,295.99,304.13,300.9,826349.7707822871
2024-01-01 00:26:00,PANCAKE,BNB_USDT,299.63,304.18,300.21,8223536.33759412
2024-01-01 00:27:00,BINANCE,BTC_USDT,39962.99,39970.38,39965.45,302580.19049816555
2024-01-01 00:27:00,PANCAKE,BTC_USDT,39938.2,39947.47,39943.13,6962686.085650467
2024-01-01 00:27:00,BINANCE,ETH_USDT,2494.36,2501.11,2498.47,3546736.9144911603
2024-01-01 00:27:00,PANCAKE,ETH_USDT,2487.34,2492.89,2490.72,1293139.3419315908
2024-01-01 00:27:00,BINANCE,BNB_USDT,297.11,304.02,301.25,8518009.989661444
2024-01-01 00:27:00,PANCAKE,BNB_USDT,299.08,301.82,301.31,2578418.5489721918
2024-01-01 00:28:00,BINANCE,BTC_USDT,39958.69,39964.65,39961.1,6688357.419758417
2024-01-01 00:28:00,PANCAKE,BTC_USDT,40115.41,40120.23,40117.86,5808133.557333456
2024-01-01 00:28:00,BINANCE,ETH_USDT,2494.8,2501.42,2499.04,2209576.445805498
2024-01-01 00:28:00,PANCAKE,ETH_USDT,2504.07,2509.53,2508.58,6165725.382875512
2024-01-01 00:28:00,BINANCE,BNB_USDT,298.8,303.79,300.09,3360666.9331103344
2024-01-01 00:28:00,PANCAKE,BNB_USDT,296.85,304.0,300.36,6352714.811291781
2024-01-01 00:29:00,BINANCE,BTC_USDT,40066.39,40068.02,40067.75,9128071.451189782
2024-01-01 00:29:00,PANCAKE,BTC_USDT,39960.94,39962.14,39961.65,7204135.373040328
2024-01-01 00:29:00,BINANCE,ETH_USDT,2503.75,2507.93,2505.98,9169455.81934343
2024-01-01 00:29:00,PANCAKE,ETH_USDT,2500.37,2506.45,2504.73,8435873.282275492
2024-01-01 00:29:00,BINANCE,BNB_USDT,297.47,300.68,299.65,9915520.418386832
2024-01-01 00:29:00,PANCAKE,BNB_USDT,297.84,301.5,300.57,2525052.1888983296
2024-01-01 00:30:00,BINANCE,BTC_USDT,40005.53,40010.09,40008.39,8403085.457838384
2024-01-01 00:30:00,PANCAKE,BTC_USDT,40104.86,40112.44,40109.38,4150256.4787338465
2024-01-01 00:30:00,BINANCE,ETH_USDT,2497.32,2500.73,2498.78,7853312.1593493605
2024-01-01 00:30:00,PANCAKE,ETH_USDT,2498.19,2500.23,2499.68,7377552.190837948
2024-01-01 00:30:00,BINANCE,BNB_USDT,295.91,300.92,300.47,5674059.680411398
2024-01-01 00:30:00,PANCAKE,BNB_USDT,298.35,301.8,300.41,4794989.60728282
2024-01-01 00:31:00,BINANCE,BTC_USDT,39858.71,39864.2,39861.85,5606197.031501409
2024-01-01 00:31:00,PANCAKE,BTC_USDT,40098.13,40104.02,40099.34,776478.8301995032
2024-01-01 00:31:00,BINANCE,ETH_USDT,2497.83,2504.83,2500.56,7085789.728087869
2024-01-01 00:31:00,PANCAKE,ETH_USDT,2494.41,2496.77,2495.82,4854241.9476695
2024-01-01 00:31:00,BINANCE,BNB_USDT,300.35,304.47,300.5,9454022.909288887
2024-01-01 00:31:00,PANCAKE,BNB_USDT,296.06,303.53,300.65,8062295.284137069
2024-01-01 00:32:00,BINANCE,BTC_USDT,39905.18,39907.97,39906.04,2780762.0290202945
2024-01-01 00:32:00,PANCAKE,BTC_USDT,40026.53,40031.79,40027.49,3585694.9364457945
2024-01-01 00:32:00,BINANCE,ETH_USDT,2492.87,2494.54,2493.59,4633489.015246738
2024-01-01 00:32:00,PANCAKE,ETH_USDT,2495.01,2504.32,2499.61,8412127.723413218
2024-01-01 00:32:00,BINANCE,BNB_USDT,299.66,305.42,300.45,9477146.525872936
2024-01-01 00:32:00,PANCAKE,BNB_USDT,299.19,300.19,299.95,2264372.6507891905
2024-01-01 00:33:00,BINANCE,BTC_USDT,40014.48,40023.13,40019.45,8924997.262783451
2024-01-01 00:33:00,PANCAKE,BTC_USDT,40029.71,40032.31,40032.09,5375557.999705953
2024-01-01 00:33:00,BINANCE,ETH_USDT,2498.52,2499.59,2499.2,7021340.086607446
2024-01-01 00:33:00,PANCAKE,ETH_USDT,2509.49,2515.87,2514.01,7650511.342641551
2024-01-01 00:33:00,BINANCE,BNB_USDT,296.43,301.59,299.2,759907.1486818179
2024-01-01 00:33:00,PANCAKE,BNB_USDT,297.9,299.47,299.43,1479295.57427522
2024-01-01 00:34:00,BINANCE,BTC_USDT,40098.73,40101.66,40100.47,9131266.591525394
2024-01-01 00:34:00,PANCAKE,BTC_USDT,39990.75,39995.26,39993.4,6835119.778341397
2024-01-01 00:34:00,BINANCE,ETH_USDT,2501.33,2505.23,2504.15,656595.3717028644
2024-01-01 00:34:00,PANCAKE,ETH_USDT,2498.93,2508.43,2503.52,7118569.66062111
2024-01-01 00:34:00,BINANCE,BNB_USDT,297.47,304.27,299.62,141096.88477943907
2024-01-01 00:34:00,PANCAKE,BNB_USDT,296.62,302.46,300.2,3165608.3336265627
2024-01-01 00:35:00,BINANCE,BTC_USDT,39894.63,39903.27,39899.02,1994704.1510548694
2024-01-01 00:35:00,PANCAKE,BTC_USDT,39971.79,39979.6,39975.21,4675573.746495445
2024-01-01 00:35:00,BINANCE,ETH_USDT,2493.51,2497.72,2494.68,8015790.255713476
2024-01-01 00:35:00,PANCAKE,ETH_USDT,2507.69,2515.07,2510.08,6562927.744374959
2024-01-01 00:35:00,BINANCE,BNB_USDT,296.78,302.59,299.9,2322966.5341205723
2024-01-01 00:35:00,PANCAKE,BNB_USDT,299.32,302.88,300.67,2453729.131751259
2024-01-01 00:36:00,BINANCE,BTC_USDT,40038.14,40046.02,40042.64,6892971.388672964
2024-01-01 00:36:00,PANCAKE,BTC_USDT,40013.38,40022.15,40018.04,9243005.627331266
2024-01-01 00:36:00,BINANCE,ETH_USDT,2500.22,2508.96,2504.42,8560409.668027045
2024-01-01 00:36:00,PANCAKE,ETH_USDT,2494.02,2500.72,2497.77,1469949.0081968622
2024-01-01 00:36:00,BINANCE,BNB_USDT,294.7,304.6,299.66,9526314.749904167
2024-01-01 00:36:00,PANCAKE,BNB_USDT,296.81,302.55,300.25,4447219.581497041
2024-01-01 00:37:00,BINANCE,BTC_USDT,40148.2,40151.79,40149.36,2381335.724756837
2024-01-01 00:37:00,PANCAKE,BTC_USDT,39917.49,39922.04,39920.83,6215624.838784047
2024-01-01 00:37:00,BINANCE,ETH_USDT,2499.92,2507.66,2504.9,3601189.922840227
2024-01-01 00:37:00,PANCAKE,ETH_USDT,2496.01,2501.11,2497.62,4681419.953027445
2024-01-01 00:37:00,BINANCE,BNB_USDT,296.79,300.71,300.22,4860553.207994492
2024-01-01 00:37:00,PANCAKE,BNB_USDT,297.23,300.55,298.86,1919969.9934974858
2024-01-01 00:38:00,BINANCE,BTC_USDT,40046.4,40052.72,40050.68,9936588.038363619
2024-01-01 00:38:00,PANCAKE,BTC_USDT,39925.14,39927.54,39925.19,659594.1656219098
2024-01-01 00:38:00,BINANCE,ETH_USDT,2494.46,2502.38,2498.69,9545979.436545232
2024-01-01 00:38:00,PANCAKE,ETH_USDT,2499.52,2503.87,2502.0,7774876.807573968
2024-01-01 00:38:00,BINANCE,BNB_USDT,297.36,302.97,299.75,4815844.142288097
2024-01-01 00:38:00,PANCAKE,BNB_USDT,297.28,301.91,299.01,4104665.348146942
2024-01-01 00:39:00,BINANCE,BTC_USDT,40018.13,40021.53,40020.4,7450981.979849068
2024-01-01 00:39:00,PANCAKE,BTC_USDT,39841.07,39847.2,39844.98,8359484.234316056
2024-01-01 00:39:00,BINANCE,ETH_USDT,2501.6,2506.94,2503.73,7528528.688942018
2024-01-01 00:39:00,PANCAKE,ETH_USDT,2496.05,2501.85,2500.79,6587521.319009594
2024-01-01 00:39:00,BINANCE,BNB_USDT,296.56,301.47,299.67,5338084.114677453
2024-01-01 00:39:00,PANCAKE,BNB_USDT,296.72,304.34,299.84,2633247.837786188
2024-01-01 00:40:00,BINANCE,BTC_USDT,40166.39,40173.68,40170.01,9414531.052208502
2024-01-01 00:40:00,PANCAKE,BTC_USDT,39921.44,39926.31,39922.22,6382549.551730306
2024-01-01 00:40:00,BINANCE,ETH_USDT,2505.53,2507.7,2505.8,707507.8903723159
2024-01-01 00:40:00,PANCAKE,ETH_USDT,2494.19,2497.55,2496.33,1991796.2734994988
2024-01-01 00:40:00,BINANCE,BNB_USDT,295.64,303.05,300.5,7058994.14568315
2024-01-01 00:40:00,PANCAKE,BNB_USDT,296.98,302.5,301.28,8068398.3608631315
2024-01-01 00:41:00,BINANCE,BTC_USDT,39876.31,39880.96,39878.26,6716943.056397396
2024-01-01 00:41:00,PANCAKE,BTC_USDT,40116.87,40126.24,40121.29,7182718.694989538
2024-01-01 00:41:00,BINANCE,ETH_USDT,2493.77,2498.63,2497.89,4112810.312608369
2024-01-01 00:41:00,PANCAKE,ETH_USDT,2492.69,2499.66,2497.25,6734111.493106942
2024-01-01 00:41:00,BINANCE,BNB_USDT,294.86,301.38,299.43,9737516.712914389
2024-01-01 00:41:00,PANCAKE,BNB_USDT,299.0,304.3,299.54,1450696.9091406264
2024-01-01 00:42:00,BINANCE,BTC_USDT,39931.76,39938.08,39935.29,3315715.9935119594
2024-01-01 00:42:00,PANCAKE,BTC_USDT,40014.44,40020.1,40016.09,8509140.435652096
2024-01-01 00:42:00,BINANCE,ETH_USDT,2503.21,2507.47,2504.34,5938089.734764783
2024-01-01 00:42:00,PANCAKE,ETH_USDT,2502.75,2505.7,2503.46,2264697.2708096937
2024-01-01 00:42:00,BINANCE,BNB_USDT,298.12,300.66,300.24,1989847.8044382448
2024-01-01 00:42:00,PANCAKE,BNB_USDT,298.3,303.04,299.85,9968190.307357341
2024-01-01 00:43:00,BINANCE,BTC_USDT,39995.87,39997.09,39996.68,3479719.7721167915
2024-01-01 00:43:00,PANCAKE,BTC_USDT,39974.4,39976.88,39974.79,9845954.416484687
2024-01-01 00:43:00,BINANCE,ETH_USDT,2506.61,2509.08,2506.65,8687360.844954504
2024-01-01 00:43:00,PANCAKE,ETH_USDT,2503.51,2509.14,2504.89,4212363.023459291
2024-01-01 00:43:00,BINANCE,BNB_USDT,297.06,302.33,299.57,1256201.6682758245
2024-01-01 00:43:00,PANCAKE,BNB_USDT,298.9,300.32,300.19,6743369.998975877
2024-01-01 00:44:00,BINANCE,BTC_USDT,39995.91,39998.9,39998.51,3521781.2176997587
2024-01-01 00:44:00,PANCAKE,BTC_USDT,40113.94,40122.3,40117.61,2700420.125037244
2024-01-01 00:44:00,BINANCE,ETH_USDT,2501.0,2502.08,2501.91,3367086.628906572
2024-01-01 00:44:00,PANCAKE,ETH_USDT,2497.59,2500.97,2497.95,5943863.697617745
2024-01-01 00:44:00,BINANCE,BNB_USDT,297.15,301.21,299.98,9601540.218128731
2024-01-01 00:44:00,PANCAKE,BNB_USDT,296.76,304.26,299.71,2460797.343003744
2024-01-01 00:45:00,BINANCE,BTC_USDT,39925.87,39929.13,39926.09,6957814.615484711
2024-01-01 00:45:00,PANCAKE,BTC_USDT,40081.75,40083.57,40082.13,8091674.842523287
2024-01-01 00:45:00,BINANCE,ETH_USDT,2501.46,2504.8,2503.62,831445.7758123395
2024-01-01 00:45:00,PANCAKE,ETH_USDT,2495.38,2501.07,2497.11,7799621.596918688
2024-01-01 00:45:00,BINANCE,BNB_USDT,296.58,299.22,299.13,9365610.073320534
2024-01-01 00:45:00,PANCAKE,BNB_USDT,298.44,300.19,299.64,2366584.8703172803
2024-01-01 00:46:00,BINANCE,BTC_USDT,39884.87,39887.96,39885.74,3339078.4773172517
2024-01-01 00:46:00,PANCAKE,BTC_USDT,39973.83,39977.24,39974.71,195608.72128539794
2024-01-01 00:46:00,BINANCE,ETH_USDT,2498.64,2499.83,2499.73,8294669.409988408
2024-01-01 00:46:00,PANCAKE,ETH_USDT,2500.3,2504.09,2501.3,2854120.4504584065
